연번;자치구명;도로명;세부도로명;설치지점;쓰레기종류
327;중구;퇴계로;퇴계로6가 버스정류장 02-205;정류소(버스, 택시 등);일반쓰레기
328;중구;퇴계로;퇴계로6가 버스정류장 02-205;정류소(버스, 택시 등);재활용쓰레기
329;중구;을지로;을지로3가 버스정류장 02-160;정류소(버스, 택시 등);일반쓰레기
330;중구;을지로;을지로3가 버스정류장 02-160;정류소(버스, 택시 등);재활용쓰레기
331;중구;장충단로;동대문역사공원역 8번출구버스정류장 앞 02-170;정류소(버스, 택시 등);일반쓰레기
332;중구;장충단로;동대문역사공원역 8번출구버스정류장 앞 02-170;정류소(버스, 택시 등);재활용쓰레기
333;중구;을지로;을지로 246 공항버스 정류장;정류소(버스, 택시 등);일반쓰레기
334;중구;을지로;을지로 246 공항버스 정류장;정류소(버스, 택시 등);재활용쓰레기
335;중구;동호로;라마다 호텔 앞 버스정류장 02-168;정류소(버스, 택시 등);일반쓰레기
336;중구;동호로;라마다 호텔 앞 버스정류장 02-168;정류소(버스, 택시 등);재활용쓰레기
337;중구;동호로;방산시장,훈련원종합체육관 버스정류장 02-167;정류소(버스, 택시 등);일반쓰레기
338;중구;동호로;방산시장,훈련원종합체육관 버스정류장 02-167;정류소(버스, 택시 등);재활용쓰레기
339;중구;을지로;동대문역사공원역 1번출구 건너편 버스정류장(02-235);정류소(버스, 택시 등);일반쓰레기
340;중구;을지로;동대문역사공원역 1번출구 건너편 버스정류장(02-235);정류소(버스, 택시 등);재활용쓰레기
341;중구;장충단로;동대문역사문화공원 버스정류장(02-174);정류소(버스, 택시 등);일반쓰레기
342;중구;장충단로;동대문역사문화공원 버스정류장(02-174);정류소(버스, 택시 등);재활용쓰레기
343;중구;퇴계로;광희문 버스정류장 (02-275);정류소(버스, 택시 등);일반쓰레기
344;중구;퇴계로;광희문 버스정류장 (02-275);정류소(버스, 택시 등);재활용쓰레기
345;중구;퇴계로;광희문, 광희동사거리 버스정류장(02-274);정류소(버스, 택시 등);일반쓰레기
346;중구;퇴계로;광희문, 광희동사거리 버스정류장(02-274);정류소(버스, 택시 등);재활용쓰레기
347;중구;장충단로;광희문 버스정류장(02-171);정류소(버스, 택시 등);일반쓰레기
348;중구;장충단로;광희문 버스정류장(02-171);정류소(버스, 택시 등);재활용쓰레기
349;중구;퇴계로;충무아트센터 버스정류장 02-177;정류소(버스, 택시 등);일반쓰레기
350;중구;퇴계로;충무아트센터 버스정류장 02-177;정류소(버스, 택시 등);재활용쓰레기
351;중구;퇴계로;중부소방서 버스정류장 02-178;정류소(버스, 택시 등);일반쓰레기
352;중구;퇴계로;중부소방서 버스정류장 02-178;정류소(버스, 택시 등);재활용쓰레기
353;중구;다산로;신당동 떡복이타운 버스정류장 02-188 (피쉬고고);정류소(버스, 택시 등);일반쓰레기
354;중구;다산로;신당동 떡복이타운 버스정류장 02-188 (피쉬고고);정류소(버스, 택시 등);재활용쓰레기
355;중구;퇴계로;신당역하나은행 마을버스정류장 02-510;정류소(버스, 택시 등);일반쓰레기
356;중구;퇴계로;신당역하나은행 마을버스정류장 02-510;정류소(버스, 택시 등);재활용쓰레기
357;중구;다산로;송도병원앞 버스정류장(02-197);정류소(버스, 택시 등);일반쓰레기
358;중구;다산로;송도병원앞 버스정류장(02-197);정류소(버스, 택시 등);재활용쓰레기
359;중구;다산로;송도병원 건너편 버스정류장(02-198);정류소(버스, 택시 등);일반쓰레기
360;중구;다산로;송도병원 건너편 버스정류장(02-198);정류소(버스, 택시 등);재활용쓰레기
361;중구;다산로;버티고개남산타운입구 버스정류장(02-237);정류소(버스, 택시 등);일반쓰레기
362;중구;다산로;버티고개남산타운입구 버스정류장(02-237);정류소(버스, 택시 등);재활용쓰레기
363;중구;퇴계로;중앙시장 정문 건너편 버스정류장(02-182);정류소(버스, 택시 등);일반쓰레기
364;중구;퇴계로;중앙시장 정문 건너편 버스정류장(02-182);정류소(버스, 택시 등);재활용쓰레기
365;중구;다산로;신당동.청구역 버스정류장(02-190);정류소(버스, 택시 등);일반쓰레기
366;중구;다산로;신당동.청구역 버스정류장(02-190);정류소(버스, 택시 등);재활용쓰레기
367;중구;다산로;신당동.청구역 버스정류장(02-189);정류소(버스, 택시 등);일반쓰레기
368;중구;다산로;신당동.청구역 버스정류장(02-189);정류소(버스, 택시 등);재활용쓰레기
369;중구;청계천로;황학동롯데캐슬 버스정류장(02-273);정류소(버스, 택시 등);일반쓰레기
370;중구;청계천로;황학동롯데캐슬 버스정류장(02-273);정류소(버스, 택시 등);재활용쓰레기
371;중구;난계로;황학동주민센터 버스정류장 02-257;정류소(버스, 택시 등);일반쓰레기
372;중구;난계로;황학동주민센터 버스정류장 02-257;정류소(버스, 택시 등);재활용쓰레기
373;중구;퇴계로;신당파인힐하나유보라 버스정류장(02-252);정류소(버스, 택시 등);일반쓰레기
374;중구;퇴계로;신당파인힐하나유보라 버스정류장(02-252);정류소(버스, 택시 등);재활용쓰레기
375;중구;퇴계로;성동고등학교 버스정류장(02-183);정류소(버스, 택시 등);일반쓰레기
376;중구;퇴계로;성동고등학교 버스정류장(02-183);정류소(버스, 택시 등);재활용쓰레기
377;중구;퇴계로;성동고등학교 앞 버스정류장 02-180;정류소(버스, 택시 등);일반쓰레기
378;중구;퇴계로;성동고등학교 앞 버스정류장 02-180;정류소(버스, 택시 등);재활용쓰레기
379;중구;청계천로;청계8가.영도교 버스정류장(02-230);정류소(버스, 택시 등);일반쓰레기
380;중구;청계천로;청계8가.영도교 버스정류장(02-230);정류소(버스, 택시 등);재활용쓰레기
381;중구;다산로;약수역2번출구 버스정류장 02-191;정류소(버스, 택시 등);일반쓰레기
382;중구;다산로;약수역2번출구 버스정류장 02-191;정류소(버스, 택시 등);재활용쓰레기
383;중구;다산로;약수역 7번출구 버스정류장 02-196;정류소(버스, 택시 등);일반쓰레기
384;중구;다산로;약수역 7번출구 버스정류장 02-196;정류소(버스, 택시 등);재활용쓰레기
385;중구;다산로;약수역8번출구 버스정류장 02-195;정류소(버스, 택시 등);일반쓰레기
386;중구;다산로;약수역8번출구 버스정류장 02-195;정류소(버스, 택시 등);재활용쓰레기
387;용산구;원효로;강변삼성아파트앞 횡단보도 버스정류장(03-299);정류장(버스,택시 등);일반쓰레기
388;용산구;원효로;원효로4가 현대자동차써비스(원효로3가방면) 버스정류장(03-301);정류장(버스,택시 등);일반쓰레기
389;용산구;원효로; 목월공원 앞 ; 도로(가로)변  ;일반쓰레기
390;용산구;원효로;원효로 3가 시범아파트 버스정류장(03-146);정류장(버스,택시 등);일반쓰레기
391;용산구;원효로;원효로1가 45  (유닉스빌딩앞 버스정류장(03-140);정류장(버스,택시 등);일반쓰레기
392;용산구;원효로;원효로 3가 우리 이비인후과 앞(원효아파트앞횡단보도); 도로(가로)변  ;일반쓰레기
393;용산구;원효로;원효로 2가 사거리 열린동물병원앞; 도로(가로)변  ;일반쓰레기
394;용산구;원효로; (구)용산구청앞 사거리 (우리은행) 횡단보도 ; 도로(가로)변  ;일반쓰레기
395;용산구;원효로;용산경찰서 입구(GS25 편의점앞); 도로(가로)변  ;일반쓰레기
396;용산구;원효로; 선린인터넷고등학교 입구( CU편의점앞 ) ; 도로(가로)변  ;일반쓰레기
397;용산구;원효로;(구)용산구청 보건분소앞 사거리(해오름공인중개사); 도로(가로)변  ;일반쓰레기
398;용산구;청파로;소화아동병원앞(택시정류장);정류장(버스,택시 등);일반쓰레기
399;용산구;청파로;청파동(서계동방면) 버스정류장(03-126);정류장(버스,택시 등);일반쓰레기
400;용산구;청파로;숙대입구역,청파동주민센터(세운할인마트앞)버스정류장(13-129);정류장(버스,택시 등);일반쓰레기
401;용산구;청파로;숙대입구역• 청파동주민센터버스정류장(03-128);정류장(버스,택시 등);일반쓰레기
402;용산구;후암로;갈월동종합사회복지관 택시정류장;정류장(버스,택시 등);일반쓰레기
403;용산구;후암로;용산고등학교 앞 사거리( 구두 수선앞); 도로(가로)변  ;일반쓰레기
404;용산구;후암로;스마일치과의원 건너편 버스정류장(03-203);정류장(버스,택시 등);일반쓰레기
405;용산구;후암로;SC제일은행앞 버스정류장(03-201);정류장(버스,택시 등);일반쓰레기
406;용산구;후암로;후암시장(삼강의원방면) 버스정류장(03-200);정류장(버스,택시 등);일반쓰레기
407;용산구;후암로;후암삼거리 버스정류장(03-199) 클라라 잡화;정류장(버스,택시 등);일반쓰레기
408;용산구;후암로;진흥빌딩 앞 마을버스정류장;정류장(버스,택시 등);일반쓰레기
409;용산구;후암로;진흥빌딩 건너편 그랜드아파트 횡단보도앞; 도로(가로)변  ;일반쓰레기
410;용산구;용호로;원효로1가 선린교차로 현수막 거치대옆(남영지하차도입구); 도로(가로)변  ;일반쓰레기
411;용산구;용호로;전자상가관광터미널(신용산역3번출구방면) 버스정류장(03-252,03-558);정류장(버스,택시 등);일반쓰레기
412;용산구;용호로;용산전자상가 삼구빌딩 하나은행(원효대교북단방면) 버스정류장(03-138);정류장(버스,택시 등);일반쓰레기
413;용산구;백범로;삼각지 고가 등기소 건너편 마을버스정류장(03-552);정류장(버스,택시 등);일반쓰레기
414;용산구;백범로;(구)용산구청 보건분소 앞 횡단보도; 도로(가로)변  ;일반쓰레기
415;용산구;백범로;효창공원역 2번출구(효창동물병원);지하철역 입구;일반쓰레기
416;용산구;백범로;효창공원역 3번출구(버스정류장03-180);지하철역 입구;일반쓰레기
417;용산구;백범로;푸르지오아파트앞 버스정류장(03-178);정류장(버스,택시 등);일반쓰레기
418;용산구;만리재로길;손기정 버스정류장(03-228)(육교밑 사과나무부동산앞);정류장(버스,택시 등);일반쓰레기
419;용산구;이촌로;현대아파트 버스정류장(03-223);정류장(버스,택시 등);일반쓰레기
420;용산구;이촌로;강촌아파트 버스정류장(03-221);정류장(버스,택시 등);일반쓰레기
421;용산구;이촌로;신용산 초등학교 건너편(이상윤동물병원앞); 도로(가로)변  ;일반쓰레기
422;용산구;이촌로;이촌파출소앞 버스정류장(03-217);정류장(버스,택시 등);일반쓰레기
423;용산구;이촌로;동부이촌동 국민은행앞 ; 도로(가로)변  ;일반쓰레기
424;용산구;이촌로;이촌동두산위브아파트앞 버스정류장(03-215,03-733);정류장(버스,택시 등);일반쓰레기
425;용산구;이촌로;두산위브아파트앞 횡단보도; 도로(가로)변  ;일반쓰레기
426;용산구;이촌로;한강맨션앞 버스정류장(이민재 소아청소년과)(03-218);정류장(버스,택시 등);일반쓰레기
427;용산구;이촌로;이촌2동 주민센터(이촌2동대림아파트방면) 버스정류장(03-291);정류장(버스,택시 등);일반쓰레기
428;용산구;이촌로;이촌2동 주민센터(이촌2동부영주유소방면) 버스정류장(03-290);정류장(버스,택시 등);일반쓰레기
429;용산구;이촌로;대림아파트 버스정류장(03-293)(새남터성당입구횡단보도);정류장(버스,택시 등);일반쓰레기
430;용산구;이촌로;강변맨션앞 버스정류장(03-295);정류장(버스,택시 등);일반쓰레기
431;용산구;이촌로;동아아파트 건너편 버스정류장(03-294 함흥냉면 앞);정류장(버스,택시 등);일반쓰레기
432;용산구;서빙고로;(구)용산중대병원앞 버스정류장(03-259);정류장(버스,택시 등);일반쓰레기
433;용산구;서빙고로;용산공업고등학교앞 횡단보도; 도로(가로)변  ;일반쓰레기
434;용산구;서빙고로;이촌역 2번출구;지하철역 입구;일반쓰레기
435;용산구;서빙고로;온누리교회앞 버스정류장(03-728);정류장(버스,택시 등);일반쓰레기
436;용산구;서빙고로;철우아파트 옆 버스정류장(03-261);정류장(버스,택시 등);일반쓰레기
437;용산구;서빙고로;국립중앙박물관 정문앞 횡단보도; 도로(가로)변  ;일반쓰레기
438;용산구;서빙고로;국립중앙박물관 버스정류장(가족공원쪽)(03-266);정류장(버스,택시 등);일반쓰레기
439;용산구;후암로;후암로11 채가네볼태기앞; 도로(가로)변  ;일반쓰레기
440;용산구;후암로;후암시장(우측)입구 횡단보도앞; 도로(가로)변  ;일반쓰레기
